date,open,high,low,close,volume,Name
9/28/2016,113.69,114.64,113.43,113.95,29641085,AAPL
9/29/2016,113.16,113.8,111.8,112.18,35886990,AAPL
9/30/2016,112.46,113.37,111.8,113.05,36379106,AAPL
10/3/2016,112.71,113.05,112.28,112.52,21701760,AAPL
10/4/2016,113.06,114.31,112.63,113,29736835,AAPL
10/5/2016,113.4,113.66,112.69,113.05,21453089,AAPL
10/6/2016,113.7,114.34,113.13,113.89,28779313,AAPL
10/7/2016,114.31,114.56,113.51,114.06,24358443,AAPL
10/10/2016,115.02,116.75,114.72,116.05,36235956,AAPL
10/11/2016,117.7,118.69,116.2,116.3,64041043,AAPL
10/12/2016,117.35,117.98,116.75,117.34,37586787,AAPL
10/13/2016,116.79,117.44,115.72,116.98,35192406,AAPL
10/14/2016,117.88,118.17,117.13,117.63,35652191,AAPL
10/17/2016,117.33,117.84,116.78,117.55,23624896,AAPL
10/18/2016,118.18,118.21,117.45,117.47,24553478,AAPL
10/19/2016,117.25,117.76,113.8,117.12,20034594,AAPL
10/20/2016,116.86,117.38,116.33,117.06,24125801,AAPL
10/21/2016,116.81,116.91,116.28,116.6,23192665,AAPL
10/24/2016,117.1,117.74,117,117.65,23538673,AAPL
10/25/2016,117.95,118.36,117.31,118.25,48128970,AAPL
10/26/2016,114.31,115.7,113.31,115.59,66134219,AAPL
10/27/2016,115.39,115.86,114.1,114.48,34562045,AAPL
10/28/2016,113.87,115.21,113.45,113.72,37861662,AAPL
10/31/2016,113.65,114.23,113.2,113.54,26419398,AAPL
11/1/2016,113.46,113.77,110.53,111.49,43825812,AAPL
11/2/2016,111.4,112.35,111.23,111.59,28331709,AAPL
11/3/2016,110.98,111.46,109.55,109.83,26932602,AAPL
11/4/2016,108.53,110.25,108.11,108.84,30836997,AAPL
11/7/2016,110.08,110.51,109.46,110.41,32560000,AAPL
11/8/2016,110.31,111.72,109.7,111.06,24254179,AAPL
11/9/2016,109.88,111.32,108.05,110.88,59176361,AAPL
11/10/2016,111.09,111.09,105.83,107.79,57134541,AAPL
11/11/2016,107.12,108.87,106.55,108.43,34143898,AAPL
11/14/2016,107.71,107.809,104.08,105.71,51175504,AAPL
11/15/2016,106.57,107.68,106.1593,107.11,32264510,AAPL
11/16/2016,106.7,110.23,106.6,109.99,58840522,AAPL
11/17/2016,109.81,110.35,108.83,109.95,27632003,AAPL
11/18/2016,109.72,110.54,109.66,110.06,28428917,AAPL
11/21/2016,110.12,111.99,110.01,111.73,29264571,AAPL
11/22/2016,111.95,112.42,111.4,111.8,25965534,AAPL
11/23/2016,111.36,111.51,110.33,111.23,27426394,AAPL
11/25/2016,111.13,111.87,110.95,111.79,11475922,AAPL
11/28/2016,111.43,112.465,111.39,111.57,27193983,AAPL
11/29/2016,110.78,112.03,110.07,111.46,28528750,AAPL
11/30/2016,111.6,112.2,110.27,110.52,36162258,AAPL
12/1/2016,110.365,110.94,109.03,109.49,37086862,AAPL
12/2/2016,109.17,110.09,108.85,109.9,26527997,AAPL
12/5/2016,110,110.03,108.25,109.11,34324540,AAPL
12/6/2016,109.5,110.36,109.19,109.95,26195462,AAPL
12/7/2016,109.26,111.19,109.16,111.03,29998719,AAPL
12/8/2016,110.86,112.43,110.6,112.12,27068316,AAPL
12/9/2016,112.31,114.7,112.31,113.95,34402627,AAPL
12/12/2016,113.29,115,112.49,113.3,26374377,AAPL
12/13/2016,113.84,115.92,113.75,115.19,43733811,AAPL
12/14/2016,115.04,116.2,114.98,115.19,34031834,AAPL
12/15/2016,115.38,116.73,115.23,115.82,46524544,AAPL
12/16/2016,116.47,116.5,115.645,115.97,44351134,AAPL
12/19/2016,115.8,117.38,115.75,116.64,27779423,AAPL
12/20/2016,116.74,117.5,116.68,116.95,21424965,AAPL
12/21/2016,116.8,117.4,116.78,117.06,23783165,AAPL
12/22/2016,116.35,116.51,115.64,116.29,26085854,AAPL
12/23/2016,115.59,116.52,115.59,116.52,14249484,AAPL
12/27/2016,116.52,117.8,116.49,117.26,18296855,AAPL
12/28/2016,117.52,118.0166,116.2,116.76,20905892,AAPL
12/29/2016,116.45,117.1095,116.4,116.73,15039519,AAPL
12/30/2016,116.65,117.2,115.43,115.82,30586265,AAPL
1/3/2017,115.8,116.33,114.76,116.15,28781865,AAPL
1/4/2017,115.85,116.51,115.75,116.02,21118116,AAPL
1/5/2017,115.92,116.8642,115.81,116.61,22193587,AAPL
1/6/2017,116.78,118.16,116.47,117.91,31751900,AAPL
1/9/2017,117.95,119.43,117.94,118.99,33561948,AAPL
1/10/2017,118.77,119.38,118.3,119.11,24462051,AAPL
1/11/2017,118.74,119.93,118.6,119.75,27588593,AAPL
1/12/2017,118.895,119.3,118.21,119.25,27086220,AAPL
1/13/2017,119.11,119.62,118.81,119.04,26111948,AAPL
1/17/2017,118.34,120.24,118.22,120,34439843,AAPL
1/18/2017,120,120.5,119.71,119.99,23712961,AAPL
1/19/2017,119.4,120.09,119.37,119.78,25597291,AAPL
1/20/2017,120.45,120.45,119.7346,120,32597892,AAPL
1/23/2017,120,120.81,119.77,120.08,22050218,AAPL
1/24/2017,119.55,120.1,119.5,119.97,23211038,AAPL
1/25/2017,120.42,122.1,120.28,121.88,32586673,AAPL
1/26/2017,121.67,122.44,121.6,121.94,26337576,AAPL
1/27/2017,122.14,122.35,121.6,121.95,20562944,AAPL
1/30/2017,120.93,121.63,120.66,121.63,30377503,AAPL
1/31/2017,121.15,121.39,120.62,121.35,49200993,AAPL
2/1/2017,127.03,130.49,127.01,128.75,111985040,AAPL
2/2/2017,127.975,129.39,127.78,128.53,33710411,AAPL
2/3/2017,128.31,129.19,128.16,129.08,24507301,AAPL
2/6/2017,129.13,130.5,128.9,130.29,26845924,AAPL
2/7/2017,130.54,132.09,130.45,131.53,38183841,AAPL
2/8/2017,131.35,132.22,131.22,132.04,23004072,AAPL
2/9/2017,131.65,132.445,131.12,132.42,28349859,AAPL
2/10/2017,132.46,132.94,132.05,132.12,20065458,AAPL
2/13/2017,133.08,133.82,132.75,133.29,23035421,AAPL
2/14/2017,133.47,135.09,133.25,135.02,33226223,AAPL
2/15/2017,135.52,136.27,134.62,135.51,35623100,AAPL
2/16/2017,135.67,135.9,134.8398,135.345,22584555,AAPL
2/17/2017,135.1,135.83,135.1,135.72,22198197,AAPL
2/21/2017,136.23,136.75,135.98,136.7,24507156,AAPL
2/22/2017,136.43,137.12,136.11,137.11,20836932,AAPL
2/23/2017,137.38,137.48,136.3,136.53,20788186,AAPL
2/24/2017,135.91,136.66,135.28,136.66,21776585,AAPL
2/27/2017,137.14,137.435,136.28,136.93,20257426,AAPL
2/28/2017,137.08,137.435,136.7,136.99,23482860,AAPL
3/1/2017,137.89,140.15,137.595,139.79,36414585,AAPL
3/2/2017,140,140.2786,138.76,138.96,26210984,AAPL
3/3/2017,138.78,139.83,138.59,139.78,21571121,AAPL
3/6/2017,139.365,139.77,138.5959,139.34,21750044,AAPL
3/7/2017,139.06,139.98,138.79,139.52,17446297,AAPL
3/8/2017,138.95,139.8,138.82,139,18707236,AAPL
3/9/2017,138.74,138.79,137.05,138.68,22155904,AAPL
3/10/2017,139.25,139.3571,138.64,139.14,19612801,AAPL
3/13/2017,138.85,139.43,138.82,139.2,17421717,AAPL
3/14/2017,139.3,139.65,138.84,138.99,15309065,AAPL
3/15/2017,139.41,140.7501,139.025,140.46,25691774,AAPL
3/16/2017,140.72,141.02,140.26,140.69,19231998,AAPL
3/17/2017,141,141,139.89,139.99,43884952,AAPL
3/20/2017,140.4,141.5,140.23,141.46,21542038,AAPL
3/21/2017,142.11,142.8,139.73,139.84,39529912,AAPL
3/22/2017,139.845,141.6,139.76,141.42,25860165,AAPL
3/23/2017,141.26,141.5844,140.61,140.92,20346301,AAPL
3/24/2017,141.5,141.74,140.35,140.64,22395563,AAPL
3/27/2017,139.39,141.22,138.62,140.88,23575094,AAPL
3/28/2017,140.91,144.04,140.62,143.8,33374805,AAPL
3/29/2017,143.68,144.49,143.19,144.12,29189955,AAPL
3/30/2017,144.19,144.5,143.5,143.93,21207252,AAPL
3/31/2017,143.72,144.27,143.01,143.66,19661651,AAPL
4/3/2017,143.71,144.12,143.05,143.7,19985714,AAPL
4/4/2017,143.25,144.89,143.17,144.77,19891354,AAPL
4/5/2017,144.22,145.46,143.81,144.02,27717854,AAPL
4/6/2017,144.29,144.52,143.45,143.66,21149034,AAPL
4/7/2017,143.73,144.18,143.27,143.34,16658543,AAPL
4/10/2017,143.6,143.8792,142.9,143.17,18933397,AAPL
4/11/2017,142.94,143.35,140.06,141.63,30379376,AAPL
4/12/2017,141.6,142.15,141.01,141.8,20350000,AAPL
4/13/2017,141.91,142.38,141.05,141.05,17822880,AAPL
4/17/2017,141.48,141.88,140.87,141.83,16582094,AAPL
4/18/2017,141.41,142.04,141.11,141.2,14697544,AAPL
4/19/2017,141.88,142,140.45,140.68,17328375,AAPL
4/20/2017,141.22,142.92,141.16,142.44,23319562,AAPL
4/21/2017,142.44,142.68,141.85,142.27,17320928,AAPL
4/24/2017,143.5,143.95,143.18,143.64,17134333,AAPL
4/25/2017,143.91,144.9,143.87,144.53,18871501,AAPL
4/26/2017,144.47,144.6,143.3762,143.68,20041241,AAPL
4/27/2017,143.9225,144.16,143.31,143.79,14246347,AAPL
4/28/2017,144.09,144.3,143.27,143.65,20860358,AAPL
5/1/2017,145.1,147.2,144.96,146.58,33602943,AAPL
5/2/2017,147.54,148.09,146.84,147.51,45352194,AAPL
5/3/2017,145.59,147.49,144.27,147.06,45697034,AAPL
5/4/2017,146.52,147.14,145.81,146.53,23371872,AAPL
5/5/2017,146.76,148.98,146.76,148.96,27327725,AAPL
5/8/2017,149.03,153.7,149.03,153.01,48752413,AAPL
5/9/2017,153.87,154.88,153.45,153.99,39130363,AAPL
5/10/2017,153.63,153.94,152.11,153.26,25805692,AAPL
5/11/2017,152.45,154.07,152.31,153.95,27255058,AAPL
5/12/2017,154.7,156.42,154.67,156.1,32527017,AAPL
5/15/2017,156.01,156.65,155.05,155.7,26009719,AAPL
5/16/2017,155.94,156.06,154.72,155.47,20048478,AAPL
5/17/2017,153.6,154.57,149.71,150.25,50767678,AAPL
5/18/2017,151.27,153.34,151.13,152.54,33568215,AAPL
5/19/2017,153.38,153.98,152.63,153.06,26960788,AAPL
5/22/2017,154,154.58,152.91,153.99,22966437,AAPL
5/23/2017,154.9,154.9,153.31,153.8,19918871,AAPL
5/24/2017,153.84,154.17,152.67,153.34,19219154,AAPL
5/25/2017,153.73,154.35,153.03,153.87,19235598,AAPL
5/26/2017,154,154.24,153.31,153.61,21927637,AAPL
5/30/2017,153.42,154.43,153.33,153.67,20126851,AAPL
5/31/2017,153.97,154.17,152.38,152.76,24451164,AAPL
6/1/2017,153.17,153.33,152.22,153.18,16404088,AAPL
6/2/2017,153.58,155.45,152.89,155.45,27770715,AAPL
6/5/2017,154.34,154.45,153.46,153.93,25331662,AAPL
6/6/2017,153.9,155.81,153.78,154.45,26624926,AAPL
6/7/2017,155.02,155.98,154.48,155.37,21069647,AAPL
6/8/2017,155.25,155.54,154.4,154.99,21250798,AAPL
6/9/2017,155.19,155.19,146.02,148.98,64882657,AAPL
6/12/2017,145.74,146.09,142.51,145.42,72307330,AAPL
6/13/2017,147.16,147.45,145.15,146.59,34165445,AAPL
6/14/2017,147.5,147.5,143.84,145.16,31531232,AAPL
6/15/2017,143.32,144.4798,142.21,144.29,32165373,AAPL
6/16/2017,143.78,144.5,142.2,142.27,50361093,AAPL
6/19/2017,143.66,146.74,143.66,146.34,32541404,AAPL
6/20/2017,146.87,146.87,144.94,145.01,24900073,AAPL
6/21/2017,145.52,146.0693,144.61,145.87,21265751,AAPL
6/22/2017,145.77,146.7,145.1199,145.63,19106294,AAPL
6/23/2017,145.13,147.16,145.11,146.28,35439389,AAPL
6/26/2017,147.17,148.28,145.38,145.82,25692361,AAPL
6/27/2017,145.01,146.16,143.62,143.73,24761891,AAPL
6/28/2017,144.49,146.11,143.1601,145.83,22082432,AAPL
6/29/2017,144.71,145.13,142.28,143.68,31499368,AAPL
6/30/2017,144.45,144.96,143.78,144.02,23024107,AAPL
7/3/2017,144.88,145.3001,143.1,143.5,14277848,AAPL
7/5/2017,143.69,144.79,142.7237,144.09,21569557,AAPL
7/6/2017,143.02,143.5,142.41,142.73,24128782,AAPL
7/7/2017,142.9,144.75,142.9,144.18,19201712,AAPL
7/10/2017,144.11,145.95,143.37,145.06,21090636,AAPL
7/11/2017,144.73,145.85,144.38,145.53,19781836,AAPL
7/12/2017,145.87,146.18,144.82,145.74,24884478,AAPL
7/13/2017,145.5,148.49,145.44,147.77,25199373,AAPL
7/14/2017,147.97,149.33,147.33,149.04,20132061,AAPL
7/17/2017,148.82,150.9,148.57,149.56,23793456,AAPL
7/18/2017,149.2,150.13,148.67,150.08,17868792,AAPL
7/19/2017,150.48,151.42,149.95,151.02,20922969,AAPL
7/20/2017,151.5,151.74,150.19,150.34,17243748,AAPL
7/21/2017,149.99,150.44,148.88,150.27,26252630,AAPL
7/24/2017,150.58,152.44,149.9,152.09,21493160,AAPL
7/25/2017,151.8,153.84,151.8,152.74,18853932,AAPL
7/26/2017,153.35,153.93,153.06,153.46,15780951,AAPL
7/27/2017,153.75,153.99,147.3,150.56,32476337,AAPL
7/28/2017,149.89,150.23,149.19,149.5,17213653,AAPL
7/31/2017,149.9,150.33,148.13,148.73,19845920,AAPL
8/1/2017,157.06,158.92,156.6701,158.59,21194042,AAPL
8/2/2017,159.28,159.75,156.16,157.14,69936800,AAPL
8/3/2017,157.05,157.21,155.02,155.57,27097296,AAPL
8/4/2017,156.07,157.4,155.69,156.39,20559852,AAPL
8/7/2017,157.06,158.92,156.6701,158.81,21870321,AAPL
8/8/2017,158.6,161.83,158.27,160.08,36205896,AAPL
8/9/2017,159.26,161.27,159.11,161.06,26131530,AAPL
8/10/2017,159.9,160,154.63,155.32,40804273,AAPL
8/11/2017,156.6,158.5728,156.07,157.48,26257096,AAPL
8/14/2017,159.32,160.21,158.75,159.85,22122734,AAPL
8/15/2017,160.66,162.195,160.14,161.6,29465487,AAPL
8/16/2017,161.94,162.51,160.15,160.95,27671612,AAPL
8/17/2017,160.52,160.71,157.84,157.86,27940565,AAPL
8/18/2017,157.86,159.5,156.72,157.5,27428069,AAPL
8/21/2017,157.5,157.89,155.1101,157.21,26368528,AAPL
8/22/2017,158.23,160,158.02,159.78,21604585,AAPL
8/23/2017,159.07,160.47,158.88,159.98,19399081,AAPL
8/24/2017,160.43,160.74,158.55,159.27,19818918,AAPL
8/25/2017,159.65,160.56,159.27,159.86,25480063,AAPL
8/28/2017,160.14,162,159.93,161.47,25965972,AAPL
8/29/2017,160.1,163.12,160,162.91,29516910,AAPL
8/30/2017,163.8,163.89,162.61,163.35,27269584,AAPL
8/31/2017,163.64,164.52,163.48,164,26785096,AAPL
9/1/2017,164.8,164.94,163.63,164.05,16591051,AAPL
9/5/2017,163.75,164.25,160.56,162.08,29536314,AAPL
9/6/2017,162.71,162.99,160.52,161.91,21651726,AAPL
9/7/2017,162.09,162.24,160.36,161.26,21928502,AAPL
9/8/2017,160.86,161.15,158.53,158.63,28611535,AAPL
9/11/2017,160.5,162.05,159.89,161.5,31580798,AAPL
9/12/2017,162.61,163.96,158.77,160.86,71714046,AAPL
9/13/2017,159.87,159.96,157.91,159.65,44907361,AAPL
9/14/2017,158.99,159.4,158.09,158.28,23760749,AAPL
9/15/2017,158.47,160.97,158,159.88,49114602,AAPL
9/18/2017,160.11,160.5,157.995,158.67,28269435,AAPL
9/19/2017,159.51,159.77,158.44,158.73,20810632,AAPL
9/20/2017,157.9,158.26,153.83,156.07,52951364,AAPL
9/21/2017,155.8,155.8,152.75,153.39,37511661,AAPL
9/22/2017,152.02,152.27,150.56,151.89,46645443,AAPL
9/25/2017,149.99,151.83,149.16,150.55,44387336,AAPL
9/26/2017,151.78,153.92,151.69,153.14,36660045,AAPL
9/27/2017,153.8,154.7189,153.54,154.23,25504227,AAPL
9/28/2017,153.89,154.28,152.7,153.28,22005455,AAPL
9/29/2017,153.21,154.13,152,154.12,26299810,AAPL
10/2/2017,154.26,154.45,152.72,153.81,18698842,AAPL
10/3/2017,154.01,155.09,153.91,154.48,16230293,AAPL
10/4/2017,153.63,153.86,152.46,153.48,20163750,AAPL
10/5/2017,154.18,155.44,154.05,155.39,21283769,AAPL
10/6/2017,154.97,155.49,154.56,155.3,17407558,AAPL
10/9/2017,155.81,156.73,155.485,155.84,16262923,AAPL
10/10/2017,156.055,158,155.1,155.9,15617014,AAPL
10/11/2017,155.97,156.98,155.75,156.55,16905640,AAPL
10/12/2017,156.35,157.37,155.7299,156,16125054,AAPL
10/13/2017,156.73,157.28,156.41,156.99,16394188,AAPL
10/16/2017,157.9,160,157.65,159.88,24121452,AAPL
10/17/2017,159.78,160.87,159.23,160.47,18997275,AAPL
10/18/2017,160.42,160.71,159.6,159.76,16374164,AAPL
10/19/2017,156.75,157.08,155.02,155.98,42584166,AAPL
10/20/2017,156.61,157.75,155.96,156.25,23974146,AAPL
10/23/2017,156.89,157.69,155.5,156.17,21984327,AAPL
10/24/2017,156.29,157.42,156.2,157.1,17757230,AAPL
10/25/2017,156.91,157.55,155.27,156.41,21207098,AAPL
10/26/2017,157.23,157.8295,156.78,157.41,17000469,AAPL
10/27/2017,159.29,163.6,158.7,163.05,44454160,AAPL
10/30/2017,163.89,168.07,163.72,166.72,44700772,AAPL
10/31/2017,167.9,169.6499,166.94,169.04,36046828,AAPL
11/1/2017,169.87,169.94,165.61,166.89,33637762,AAPL
11/2/2017,167.64,168.5,165.28,168.11,41393373,AAPL
11/3/2017,174,174.26,171.12,172.5,59398631,AAPL
11/6/2017,172.365,174.99,171.72,174.25,35026306,AAPL
11/7/2017,173.91,175.25,173.6,174.81,24361485,AAPL
11/8/2017,174.66,176.24,174.33,176.24,24409527,AAPL
11/9/2017,175.11,176.095,173.14,175.88,29185668,AAPL
11/10/2017,175.11,175.38,174.27,174.67,25145500,AAPL
11/13/2017,173.5,174.5,173.4,173.97,16982080,AAPL
11/14/2017,173.04,173.48,171.18,171.34,24782487,AAPL
11/15/2017,169.97,170.3197,168.38,169.08,29158070,AAPL
11/16/2017,171.18,171.87,170.3,171.1,23637484,AAPL
11/17/2017,171.04,171.39,169.64,170.15,21899544,AAPL
11/20/2017,170.29,170.56,169.56,169.98,16262447,AAPL
11/21/2017,170.78,173.7,170.78,173.14,25131295,AAPL
11/22/2017,173.36,175,173.05,174.96,25588925,AAPL
11/24/2017,175.1,175.5,174.6459,174.97,14026673,AAPL
11/27/2017,175.05,175.08,173.34,174.09,20716802,AAPL
11/28/2017,174.3,174.87,171.86,173.07,26428802,AAPL
11/29/2017,172.63,172.92,167.16,169.48,41666364,AAPL
11/30/2017,170.43,172.14,168.44,171.85,41527218,AAPL
12/1/2017,169.95,171.67,168.5,171.05,39759288,AAPL
12/4/2017,172.48,172.62,169.63,169.8,32542385,AAPL
12/5/2017,169.06,171.52,168.4,169.64,27350154,AAPL
12/6/2017,167.5,170.2047,166.46,169.01,28560000,AAPL
12/7/2017,169.03,170.44,168.91,169.32,25673308,AAPL
12/8/2017,170.49,171,168.82,169.37,23355231,AAPL
12/11/2017,169.2,172.89,168.79,172.67,35273759,AAPL
12/12/2017,172.15,172.39,171.461,171.7,19409230,AAPL
12/13/2017,172.5,173.54,172,172.27,23818447,AAPL
12/14/2017,172.4,173.13,171.65,172.22,20476541,AAPL
12/15/2017,173.63,174.17,172.46,173.97,40169307,AAPL
12/18/2017,174.88,177.2,174.86,176.42,29421114,AAPL
12/19/2017,175.03,175.39,174.09,174.54,27436447,AAPL
12/20/2017,174.87,175.42,173.25,174.35,23475649,AAPL
12/21/2017,174.17,176.02,174.1,175.01,20949896,AAPL
12/22/2017,174.68,175.424,174.5,175.01,16349444,AAPL
12/26/2017,170.8,171.47,169.679,170.57,33185536,AAPL
12/27/2017,170.1,170.78,169.71,170.6,21498213,AAPL
12/28/2017,171,171.85,170.48,171.08,16480187,AAPL
12/29/2017,170.52,170.59,169.22,169.23,25999922,AAPL
1/2/2015,312.58,314.75,306.9601,308.52,2788101,AMZN
1/5/2015,307.01,308.38,300.85,302.19,2774231,AMZN
1/6/2015,302.24,303,292.38,295.29,3519034,AMZN
1/7/2015,297.5,301.28,295.33,298.42,2640349,AMZN
1/8/2015,300.32,303.14,296.11,300.46,3088398,AMZN
1/9/2015,301.48,302.87,296.68,296.93,2592360,AMZN
1/12/2015,297.56,298.51,289.281,291.41,3421392,AMZN
1/13/2015,297.48,301.4976,293.23,294.74,4136442,AMZN
1/14/2015,291.93,295.91,286.503,293.27,5538666,AMZN
1/15/2015,294,295.9995,286.815,286.95,4419196,AMZN
1/16/2015,286.28,290.79,285.25,290.74,3478176,AMZN
1/20/2015,292.59,293.3599,286.39,289.44,3075081,AMZN
1/21/2015,289.64,306,287.26,297.25,10065076,AMZN
1/22/2015,300,312.25,300,310.32,5362640,AMZN
1/23/2015,308.08,316.93,307.72,312.39,4496419,AMZN
1/26/2015,311.82,313,307.5201,309.66,3169665,AMZN
1/27/2015,306.3,310.243,302.625,306.75,2920315,AMZN
1/28/2015,309.81,311.51,303.8,303.91,3063774,AMZN
1/29/2015,304.73,312.8,299.33,311.78,8656567,AMZN
1/30/2015,346.32,359.5,340.74,354.53,23856060,AMZN
2/2/2015,350.05,365,350.01,364.47,10231914,AMZN
2/3/2015,360.29,367.817,360.21,363.55,6212565,AMZN
2/4/2015,358.38,367.5,358.23,364.75,4169927,AMZN
2/5/2015,366,378.8,365.9,373.89,7247605,AMZN
2/6/2015,374.87,375.9899,371.01,374.28,3892382,AMZN
2/9/2015,371,374.41,367.2,370.56,2724630,AMZN
2/10/2015,371.19,374.3,368.51,372.995,2287232,AMZN
2/11/2015,371.23,377.1,371.1,375.14,2786523,AMZN
2/12/2015,375.1,378.51,373.15,377.17,2791050,AMZN
2/13/2015,378.41,383,377.01,381.83,3475069,AMZN
2/17/2015,377.72,379.985,372.67,375.43,3673208,AMZN
2/18/2015,373.78,376.74,372.85,373.37,2650610,AMZN
2/19/2015,373.49,381.88,373.43,378.995,2953752,AMZN
2/20/2015,378.62,383.7,375.84,383.66,3258023,AMZN
2/23/2015,383.44,384.54,378,380.14,2176989,AMZN
2/24/2015,378.65,380.48,376.16,378.59,1921850,AMZN
2/25/2015,377.27,387.85,376.54,385.37,3174495,AMZN
2/26/2015,384.07,389.37,383.28,384.8,2687107,AMZN
2/27/2015,384,385.99,379.79,380.16,2532309,AMZN
3/2/2015,380.85,385.9,379.481,385.655,2139205,AMZN
3/3/2015,383.95,386.1,381.601,384.61,1946498,AMZN
3/4/2015,385.71,387.9,382.19,382.72,2259141,AMZN
3/5/2015,385.61,388.4182,383.89,387.83,2693518,AMZN
3/6/2015,385.52,387,378.88,380.09,2627042,AMZN
3/9/2015,378.4,379.33,375.28,378.56,2311390,AMZN
3/10/2015,377.45,377.77,369.18,369.51,3120972,AMZN
3/11/2015,370.61,373.35,366.26,366.37,2495097,AMZN
3/12/2015,368.82,375.5,367.52,374.24,2810001,AMZN
3/13/2015,371.52,373.99,366.68,370.58,2611658,AMZN
3/16/2015,370.38,373.94,366.72,373.35,2354059,AMZN
3/17/2015,371.11,374.5,369.64,371.92,2036961,AMZN
3/18/2015,369.97,375.99,366.7,375.135,2654135,AMZN
3/19/2015,373.87,377.11,372.19,373.24,1915671,AMZN
3/20/2015,376.29,379.37,375.92,378.49,3763553,AMZN
3/23/2015,378.07,381.77,374.94,375.11,2239343,AMZN
3/24/2015,373.99,375.24,372.27,374.09,2228214,AMZN
3/25/2015,375.17,380.5,370.285,370.96,3429497,AMZN
3/26/2015,369.59,371.4,365.65,367.35,2929962,AMZN
3/27/2015,367.11,373.17,366.5734,370.56,2609774,AMZN
3/30/2015,371.87,376.12,371.55,374.59,1820933,AMZN
3/31/2015,373.24,377.7,371.51,372.1,2506122,AMZN
4/1/2015,372.1,373.16,368.34,370.255,2458095,AMZN
4/2/2015,370.5,373.28,369,372.25,1875279,AMZN
4/6/2015,370.1,380.2,369.36,377.04,3050709,AMZN
4/7/2015,376.15,379.31,374.03,374.41,1954902,AMZN
4/8/2015,374.66,381.58,374.65,381.2,2636434,AMZN
4/9/2015,380.66,384.42,378.795,383.54,2392328,AMZN
4/10/2015,384.31,387.12,381.3151,382.65,2573519,AMZN
4/13/2015,383.53,385.28,380.14,382.36,1894453,AMZN
4/14/2015,383.51,387.81,381.2101,385.11,2583575,AMZN
4/15/2015,384.65,385.78,381.64,383.45,1933229,AMZN
4/16/2015,383.69,387.45,383.55,386.04,2080418,AMZN
4/17/2015,382.63,383.56,374.4,375.56,3839664,AMZN
4/20/2015,378.55,391.94,377,389.51,5016148,AMZN
4/21/2015,391.31,394.6,386.8,391.18,4643524,AMZN
4/22/2015,391.91,394.28,388,389.8,3474724,AMZN
4/23/2015,390.21,391.88,386.15,389.99,7979985,AMZN
4/24/2015,439,452.65,439,445.1,17176904,AMZN
4/27/2015,443.86,446.99,437.41,438.56,5430949,AMZN
4/28/2015,438.51,439,428.04,429.31,4140483,AMZN
4/29/2015,426.75,434.24,426.03,429.37,3621688,AMZN
4/30/2015,427.11,431.75,419.24,421.78,3647877,AMZN
5/1/2015,423.82,425.64,416,422.87,3565824,AMZN
5/4/2015,424.8,429.77,422.42,423.04,2270448,AMZN
5/5/2015,422.85,427.51,421.02,421.19,2856386,AMZN
5/6/2015,421.43,422.7165,414.55,419.1,2552474,AMZN
5/7/2015,424.15,428.5,422.85,426.88,2766132,AMZN
5/8/2015,430.75,435.2,430.174,433.69,2908838,AMZN
5/11/2015,432.51,439,431.37,432.85,2393737,AMZN
5/12/2015,431.08,433.25,426.71,431.02,1947822,AMZN
5/13/2015,429.98,433.528,425.8,426.87,1996328,AMZN
5/14/2015,429.45,433,427.01,432.28,1888477,AMZN
5/15/2015,428,430.3962,424.3,426,4240306,AMZN
5/18/2015,426,427.27,421.46,425.24,2390229,AMZN
5/19/2015,424.87,428.24,420.63,421.71,2465240,AMZN
5/20/2015,420.6,427.1,418.36,423.86,2196159,AMZN
5/21/2015,428,436.9,428,431.63,4121401,AMZN
5/22/2015,431.55,432.44,427.61,427.63,2020629,AMZN
5/26/2015,426.2,427,422,425.47,2244185,AMZN
5/27/2015,427.45,431.85,425.01,431.42,2231088,AMZN
5/28/2015,429.71,431.35,425.47,426.57,1912436,AMZN
5/29/2015,427.23,432.5,427.23,429.23,3016060,AMZN
6/1/2015,430.4,433.16,426.2,430.92,2253264,AMZN
6/2/2015,430.07,433.23,426.25,430.99,1669845,AMZN
6/3/2015,434.4,438.39,432.75,436.59,2727914,AMZN
6/4/2015,434.4,436.755,429.26,430.78,2510761,AMZN
6/5/2015,429.66,430.8,426.5,426.95,1907855,AMZN
6/8/2015,425.62,426.8,421.425,423.5,2172525,AMZN
6/9/2015,422.96,427.49,419.14,425.48,2288663,AMZN
6/10/2015,426.46,432.2,425.66,430.77,2172333,AMZN
6/11/2015,432.29,438.89,431.47,432.97,2922459,AMZN
6/12/2015,431.25,432.36,428.26,429.92,2054385,AMZN
6/15/2015,427.66,428.05,422.64,423.67,2050987,AMZN
6/16/2015,424.15,427.97,422.67,427.26,2297469,AMZN
6/17/2015,428.36,431.35,424.753,427.81,2185869,AMZN
6/18/2015,430.3,439.73,429.405,439.39,3378360,AMZN
6/19/2015,440.26,444.99,433.24,434.92,4495087,AMZN
6/22/2015,437,439.24,434.18,436.29,1823572,AMZN
6/23/2015,435.59,447.04,433.69,445.99,3245049,AMZN
6/24/2015,444.97,446.47,440.23,440.84,2620827,AMZN
6/25/2015,438.07,443.47,436.39,440.1,2237458,AMZN
6/26/2015,441.76,443.49,435.06,438.1,2624479,AMZN
